str_res_item_name_3000003,音符雷达
str_res_item_name_3097103,梦幻翠尘
str_res_item_detail_3050170,梦幻缤纷，更多精彩等你开启
str_res_item_detail_3097101,梦幻般的紫色星尘，可以用来制造各种珍贵物品。可以通过惊喜打造后返还获得
str_res_item_detail_3097103,梦幻般的青翠星尘，可以用来制造各种珍贵物品。可以通过惊喜打造后返还获得
str_res_item_detail_3097102,梦幻般的蓝色星尘，可以用来制造各种珍贵物品。可以通过惊喜打造后返还获得
str_res_item_detail_3050157,梦工厂年度盛典邀您一起参与，超值奖励包含在内，走过路过千万不要错过！
str_res_item_name_3050157,梦工厂年度盛典包裹
str_res_item_detail_3084175,梦工厂贵族专属的随机礼包，打开会有惊喜
str_res_item_detail_3084176,梦工厂贵族专属的随机礼包，打开会有惊喜
str_res_item_detail_3084177,梦工厂贵族专属的随机礼包，打开会有惊喜
str_res_item_name_3084158,梦の笑颜礼盒
str_res_item_name_3034140,蒙眼睛
str_res_item_detail_3063343,萌紫仙宠物蛋。可砸出珍贵稀有等级的萌紫仙，有效期永久
str_res_item_detail_3063336,萌紫仙宠物蛋。可砸出珍贵稀有等级的萌紫仙，有效期1天
str_res_item_detail_3063329,萌紫仙宠物蛋。可砸出稀少稀有等级的萌紫仙，有效期永久
str_res_item_detail_3063322,萌紫仙宠物蛋。可砸出稀少稀有等级的萌紫仙，有效期1天
str_res_item_detail_3063315,萌紫仙宠物蛋。可砸出随机稀有等级的萌紫仙，有效期永久
str_res_item_detail_3063308,萌紫仙宠物蛋。可砸出随机稀有等级的萌紫仙，有效期1天
str_res_item_detail_3063357,萌紫仙宠物蛋。可砸出极品稀有等级的萌紫仙，有效期永久
str_res_item_detail_3063350,萌紫仙宠物蛋。可砸出极品稀有等级的萌紫仙，有效期1天
str_res_item_name_3063315,萌紫仙(永久)
str_res_item_name_3063308,萌紫仙(1天)
str_res_item_detail_3040957,萌小仙宠物蛋。可砸出珍贵稀有等级的萌小仙，有效期永久
str_res_item_detail_3040952,萌小仙宠物蛋。可砸出珍贵稀有等级的萌小仙，有效期1天
str_res_item_detail_3040947,萌小仙宠物蛋。可砸出稀少稀有等级的萌小仙，有效期永久
str_res_item_detail_3040942,萌小仙宠物蛋。可砸出稀少稀有等级的萌小仙，有效期1天
str_res_item_detail_3040937,萌小仙宠物蛋。可砸出随机稀有等级的萌小仙，有效期永久
str_res_item_detail_3040932,萌小仙宠物蛋。可砸出随机稀有等级的萌小仙，有效期1天
str_res_item_detail_3040967,萌小仙宠物蛋。可砸出极品稀有等级的萌小仙，有效期永久
str_res_item_detail_3040962,萌小仙宠物蛋。可砸出极品稀有等级的萌小仙，有效期1天
str_res_item_name_3040937,萌小仙(永久)
str_res_item_name_3040932,萌小仙(1天)
str_res_item_detail_3042167,萌小莉宠物蛋。可砸出珍贵稀有等级的萌小莉，有效期永久
str_res_item_detail_3042160,萌小莉宠物蛋。可砸出珍贵稀有等级的萌小莉，有效期1天
str_res_item_detail_3042153,萌小莉宠物蛋。可砸出稀少稀有等级的萌小莉，有效期永久
str_res_item_detail_3042146,萌小莉宠物蛋。可砸出稀少稀有等级的萌小莉，有效期1天
str_res_item_detail_3042139,萌小莉宠物蛋。可砸出随机稀有等级的萌小莉，有效期永久
str_res_item_detail_3042132,萌小莉宠物蛋。可砸出随机稀有等级的萌小莉，有效期1天
str_res_item_detail_3042181,萌小莉宠物蛋。可砸出极品稀有等级的萌小莉，有效期永久
str_res_item_detail_3042174,萌小莉宠物蛋。可砸出极品稀有等级的萌小莉，有效期1天
str_res_item_name_3042139,萌小莉(永久)
str_res_item_name_3042132,萌小莉(1天)
str_res_item_detail_3042166,萌小乐宠物蛋。可砸出珍贵稀有等级的萌小乐，有效期永久
str_res_item_detail_3042159,萌小乐宠物蛋。可砸出珍贵稀有等级的萌小乐，有效期1天
str_res_item_detail_3042152,萌小乐宠物蛋。可砸出稀少稀有等级的萌小乐，有效期永久
str_res_item_detail_3042145,萌小乐宠物蛋。可砸出稀少稀有等级的萌小乐，有效期1天
str_res_item_detail_3042138,萌小乐宠物蛋。可砸出随机稀有等级的萌小乐，有效期永久
str_res_item_detail_3042131,萌小乐宠物蛋。可砸出随机稀有等级的萌小乐，有效期1天
str_res_item_detail_3042180,萌小乐宠物蛋。可砸出极品稀有等级的萌小乐，有效期永久
str_res_item_detail_3042173,萌小乐宠物蛋。可砸出极品稀有等级的萌小乐，有效期1天
str_res_item_name_3042138,萌小乐(永久)
str_res_item_name_3042131,萌小乐(1天)
str_res_item_name_3050132,萌萌校园包裹
str_res_item_name_3084131,萌萌礼盒
str_res_item_detail_3084210,萌萌的宠物，大大的爱。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3089134,萌萌哒动作包
str_res_item_name_3034520,萌萌哒
str_res_item_name_3034522,萌萌哒
str_res_item_name_3050129,萌动心怡包裹
str_res_item_name_3063369,萌动无限宠物蛋(永久)
str_res_item_name_3063362,萌动无限宠物蛋(1天)
str_res_item_detail_3084131,萌宠坐骑驾到，开启萌萌礼盒，6月新坐骑等你拿！需要惊喜之匙才能打开；右键点击可了解礼盒内容
str_res_item_name_3084210,萌宠之爱礼盒
str_res_item_detail_3050164,萌宝小爱神的礼物盒，打开后可以获得全套缤纷水果主题温情贵族情侣双人名片装饰哦~
str_res_item_detail_3097106,萌宝碎片C，小爱神萌萌哒。可以用来制作萌宝礼物盒，可通过在沙滩社区摘取葡萄，柚子或炫舞精灵果获得
str_res_item_name_3097106,萌宝碎片C
str_res_item_detail_3097105,萌宝碎片B，小爱神萌萌哒。可以用来制作萌宝礼物盒，可通过在沙滩社区摘取葡萄，柚子或炫舞精灵果获得
str_res_item_name_3097105,萌宝碎片B
str_res_item_detail_3097104,萌宝碎片A，小爱神萌萌哒。可以用来制作萌宝礼物盒，可通过在沙滩社区摘取葡萄，柚子或炫舞精灵果获得
str_res_item_name_3097104,萌宝碎片A
str_res_item_name_3050164,萌宝礼物盒
str_res_item_name_3018208,魅力舞团卡
str_res_item_name_3097129,美意无暇碎片
str_res_item_detail_3040639,美洋洋宠物蛋。可砸出珍贵稀有等级的美洋洋，有效期永久
str_res_item_detail_3040634,美洋洋宠物蛋。可砸出珍贵稀有等级的美洋洋，有效期1天
str_res_item_detail_3040629,美洋洋宠物蛋。可砸出稀少稀有等级的美洋洋，有效期永久
str_res_item_detail_3040624,美洋洋宠物蛋。可砸出稀少稀有等级的美洋洋，有效期1天
str_res_item_detail_3040619,美洋洋宠物蛋。可砸出随机稀有等级的美洋洋，有效期永久
str_res_item_detail_3040614,美洋洋宠物蛋。可砸出随机稀有等级的美洋洋，有效期1天
str_res_item_detail_3040649,美洋洋宠物蛋。可砸出极品稀有等级的美洋洋，有效期永久
str_res_item_detail_3040644,美洋洋宠物蛋。可砸出极品稀有等级的美洋洋，有效期1天
str_res_item_name_3040619,美洋洋宠物蛋（永久）
str_res_item_name_3040614,美洋洋宠物蛋（1天）
str_res_item_name_3084230,美艳甜心礼盒
str_res_item_name_3041101,美味竹筒饭
str_res_item_detail_3115009,美味夹心面包，是家园建设所需的材料，可以在面包房中生产
str_res_item_detail_3110001,美味的饱饱果。使用后可增加1点小爱神成长值
str_res_item_name_3084201,美妙时光礼盒
str_res_item_detail_3084263,美妙服饰箱，可以在制作工坊幸运打造中获得。箱子中包含各类永久座驾，永久非卖，永久光效等大量永久装备，开启后随机获得其中一种
str_res_item_name_3084263,美妙服饰箱
str_res_item_detail_3050120,每天的思绪每一次呼吸，是你让我着了迷，唯独对你情有独钟
str_res_item_detail_3084259,每日完成的休闲跑环任务链次数到达指定次数即可获得，打开即可获得丰富奖励
str_res_item_detail_3084258,每日完成的休闲跑环任务链次数到达指定次数即可获得，打开即可获得宠物相关奖励
str_res_item_detail_3097160,每日完成的任务环次数到达指定次数即可获得，可在兑换商人处兑换丰富奖励
str_res_item_detail_3084280,每日和情缘一起完成1次任务环即可获得，打开即可获得丰富奖励
str_res_item_detail_3084007,每日和情缘一起完成1次任务环即可获得，打开即可获得丰富奖励
str_res_item_detail_3084008,每日和情缘一起完成1次任务环即可获得，打开即可获得丰富奖励
str_res_item_detail_3018149,每年农历七月初七是我国汉族的传统节日七夕节。相传，在每年的这个夜晚，是天上织女与牛郎在鹊桥相会之时。效果：七夕活动专用花束
str_res_item_detail_3028115,每个人心中都有那么一首特别的歌，你唱或不唱，TA就在心里，不浓，不淡。来吧，分享你的歌，你的故事。
str_res_item_detail_3116030,每个棱角都经过了精心雕刻。在家园中获得材料后合成，可用于合成家园建筑外观
str_res_item_detail_3048102,每个阶段只能使用一次，减少该阶段成长时间5.5小时
str_res_item_detail_3048103,每个阶段只能使用一次，减少该阶段成长时间20小时
str_res_item_detail_3048101,每个阶段只能使用一次，减少该阶段成长时间2.5小时
str_res_item_detail_3048100,每个阶段只能使用一次，减少该阶段成长时间1小时
str_res_item_detail_3118001,每个道具使用之后可翻1倍增加心动值，同时增长10点爱抚值。
str_res_item_detail_3036152,每次发送祝福邮件时，都需要消耗一个6周年明信片，直接使用可以增加角色100经验值
str_res_item_name_3084221,梅零烙印礼盒
str_res_item_detail_3036105,梅花是中华民族的精神象征，代表坚韧不拔，百折不挠，奋勇当先，自强不息。效果：对局外使用，玩家经验+20
str_res_item_detail_3036120,梅花是中华民族的精神象征，代表坚韧不拔，百折不挠，奋勇当先，自强不息。效果：对局外使用，玩家经验+20
str_res_item_detail_3089131,"玫瑰伊人动作包，其中包含空手白刃,接空手白刃,玫瑰枪,中二少年,伊人之椅,窸窸窣窣,仰卧小达人,可靠队友房间动作，使用以上任一动作将消耗一个动作包"
str_res_item_name_3089131,玫瑰伊人动作包
str_res_item_name_3034482,玫瑰枪
str_res_item_name_3007104,玫瑰喇叭
str_res_item_name_3028149,玫瑰花许愿卡
str_res_item_name_3034439,帽子
str_res_item_name_3018251,冒险门票
str_res_item_name_3050098,冒险联票
str_res_item_detail_3050139,茂盛的果实，开了花，结了硕果，长成了大树，人便成材
str_res_item_detail_3063499,毛线团儿宠物蛋。可砸出珍贵稀有等级的毛线团儿，有效期永久。在宠物仓库中设置，毛线团儿可以和主人合体哦~
str_res_item_detail_3063492,毛线团儿宠物蛋。可砸出珍贵稀有等级的毛线团儿，有效期1天。在宠物仓库中设置，毛线团儿可以和主人合体哦~
str_res_item_detail_3063485,毛线团儿宠物蛋。可砸出稀少稀有等级的毛线团儿，有效期永久。在宠物仓库中设置，毛线团儿可以和主人合体哦~
str_res_item_detail_3063478,毛线团儿宠物蛋。可砸出稀少稀有等级的毛线团儿，有效期1天。在宠物仓库中设置，毛线团儿可以和主人合体哦~
str_res_item_detail_3063464,毛线团儿宠物蛋。可砸出随机稀有等级的毛线团儿，有效期1天。在宠物仓库中设置，毛线团儿可以和主人合体哦~
str_res_item_detail_3063506,毛线团儿宠物蛋。可砸出极品稀有等级的毛线团儿，有效期1天。在宠物仓库中设置，毛线团儿可以和主人合体哦~
str_res_item_name_3063464,毛线团儿(1天)
str_res_item_name_3097187,漫羽霓纱
str_res_item_detail_3079103,漫天飘落花朵雨。在演唱会中使用漫天花雨助威时消耗的道具，可为歌手增加20点星望
str_res_item_name_3051008,漫天花雨技能书
str_res_item_detail_3040021,漫天花雨从天降，玫瑰花瓣传真情
str_res_item_name_3040021,漫天花雨
str_res_item_name_3079103,漫天花雨
str_res_item_detail_3067008,漫漫红尘，我已心有所属。心有所属情侣对戒，戒指外观会受心动值影响。购买后可将其中一个送给您的另一半
str_res_item_detail_3046132,曼珠沙华幼苗，种植需花园等级8，18小时后开花。收获产量8，花园经验120，收获花朵效果：对局外使用，玩家经验+100
str_res_item_name_3046132,曼珠沙华幼苗
str_res_item_detail_3036114,曼珠沙华的红艳，扣人心弦都美丽。效果：对局外使用，玩家经验+100
str_res_item_name_3036114,曼珠沙华
str_res_item_detail_3084235,满载着紫郢龙泉剑和清梦氤氲伞的古韵礼盒，可以使用惊喜打造返还的清梦氤氲伞碎片或者紫郢龙泉剑碎片直接兑换获得。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_detail_3084266,满载着锦鲤玉如意的礼盒，可以使用惊喜打造返还的锦鲤玉如意碎片直接兑换获得。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_detail_3084288,满载着花舞七星剑的礼盒，可以使用惊喜打造返还的花舞七星剑碎片直接兑换获得。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_detail_3084162,满眼星辰，蕴育思念；满心期待，只愿与你浪迹天涯。打开礼盒你将有可能获得永久光效服饰。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_detail_3084243,满天飘雪，玉树银装。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3034204,满满掌声
str_res_item_name_3034189,满满的拥抱
str_res_item_detail_3046186,马缨花幼苗，种植需花园等级5，20小时后开花。收获产量2，花园经验160，收获花朵效果：对局外使用，增加11-20级宠物10点体力
str_res_item_name_3046186,马缨花幼苗
str_res_item_name_3041126,马缨花
str_res_item_detail_3042443,马上有钱宠物蛋。可砸出珍贵稀有等级的马上有钱，有效期永久
str_res_item_detail_3042441,马上有钱宠物蛋。可砸出珍贵稀有等级的马上有钱，有效期1天
str_res_item_detail_3042439,马上有钱宠物蛋。可砸出稀少稀有等级的马上有钱，有效期永久
str_res_item_detail_3042437,马上有钱宠物蛋。可砸出稀少稀有等级的马上有钱，有效期1天
str_res_item_detail_3042435,马上有钱宠物蛋。可砸出随机稀有等级的马上有钱，有效期永久
str_res_item_detail_3042433,马上有钱宠物蛋。可砸出随机稀有等级的马上有钱，有效期1天
str_res_item_detail_3042447,马上有钱宠物蛋。可砸出极品稀有等级的马上有钱，有效期永久
str_res_item_detail_3042445,马上有钱宠物蛋。可砸出极品稀有等级的马上有钱，有效期1天
str_res_item_name_3042435,马上有钱(永久)
str_res_item_name_3042433,马上有钱(1天)
str_res_item_detail_3084150,马年小马哥包裹，小马哥的祝福绝对给力。打开礼盒你将有可能获得各类极品好礼。不需要钥匙，可以直接打开
str_res_item_name_3084150,马年小马哥包裹
str_res_item_detail_3084149,马年小马奔腾包裹，新的一年里好运奔腾。打开礼盒你将有可能获得诸多极品好礼。不需要钥匙，可以直接打开
str_res_item_name_3084149,马年小马奔腾包裹
str_res_item_name_3067030,马卡龙之恋对戒盒
str_res_item_name_3000033,绿色烟雾弹
str_res_item_name_3040007,绿色烟花筒
str_res_item_detail_3050019,绿色的包裹
str_res_item_name_3050019,绿色包裹
str_res_item_name_3097081,绿纽扣
str_res_item_detail_3018132,绿化环境，人人有责。具有珍藏价值。
str_res_item_name_3051010,落羽飘零技能书
str_res_item_name_3040034,落羽飘零
str_res_item_name_3050116,落木萧萧
str_res_item_name_3036173,络石藤
str_res_item_detail_3042412,罗小黑宠物蛋。可砸出珍贵稀有等级的罗小黑，有效期永久
str_res_item_detail_3042411,罗小黑宠物蛋。可砸出珍贵稀有等级的罗小黑，有效期1天
str_res_item_detail_3042410,罗小黑宠物蛋。可砸出稀少稀有等级的罗小黑，有效期永久
str_res_item_detail_3042409,罗小黑宠物蛋。可砸出稀少稀有等级的罗小黑，有效期1天
str_res_item_detail_3042408,罗小黑宠物蛋。可砸出随机稀有等级的罗小黑，有效期永久
str_res_item_detail_3042407,罗小黑宠物蛋。可砸出随机稀有等级的罗小黑，有效期1天
str_res_item_detail_3042414,罗小黑宠物蛋。可砸出极品稀有等级的罗小黑，有效期永久
str_res_item_detail_3042413,罗小黑宠物蛋。可砸出极品稀有等级的罗小黑，有效期1天
str_res_item_name_3018236,罗曼幻想
str_res_item_name_3104009,罗曼蒂克主题卡包
str_res_item_name_3034325,伦敦大桥（左）
str_res_item_name_3034326,伦敦大桥（右）
str_res_item_name_3097071,婧黑褶裙碎片
str_res_item_detail_3084197,乱世浮城，你是我心中的温暖。无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_detail_3050127,露肩的短衫藏不住可爱下的性感，斜扣的帽子掩不住可爱中的英俊。你们如同城堡中走出的王子与公主，终究温柔浪漫的生活在Kitty的陪伴中
str_res_item_name_3051029,龙战于野技能书
str_res_item_detail_3063497,龙太子宠物蛋。可砸出珍贵稀有等级的龙太子，有效期永久
str_res_item_detail_3063490,龙太子宠物蛋。可砸出珍贵稀有等级的龙太子，有效期1天
str_res_item_detail_3063483,龙太子宠物蛋。可砸出稀少稀有等级的龙太子，有效期永久
str_res_item_detail_3063476,龙太子宠物蛋。可砸出稀少稀有等级的龙太子，有效期1天
str_res_item_detail_3063469,龙太子宠物蛋。可砸出随机稀有等级的龙太子，有效期永久
str_res_item_detail_3063462,龙太子宠物蛋。可砸出随机稀有等级的龙太子，有效期1天
str_res_item_detail_3063511,龙太子宠物蛋。可砸出极品稀有等级的龙太子，有效期永久
str_res_item_detail_3063504,龙太子宠物蛋。可砸出极品稀有等级的龙太子，有效期1天
str_res_item_name_3063469,龙太子(永久)
str_res_item_name_3063462,龙太子(1天)
str_res_item_name_3063465,龙年快乐宠物蛋(永久)
str_res_item_name_3063458,龙年快乐宠物蛋(1天)
str_res_item_name_3036160,龙蛋碎片
str_res_item_name_3036176,龙胆草
str_res_item_name_3097169,硫磺粉末
str_res_item_name_3050119,流星飒沓
str_res_item_detail_3041146,流过一抹神秘光晕的流光曲奇。可使成长25~29级的宠物增加20000点经验值，不受多倍经验活动与活力剂影响
str_res_item_name_3041146,流光曲奇
str_res_item_name_3007116,令旗
str_res_item_name_3034291,领航人生
str_res_item_name_3050203,凌羽霓裳包裹
str_res_item_name_3084189,凌动微风礼盒
str_res_item_name_3095004,凌波微步技能书
str_res_item_detail_3046195,"铃兰阁花苗幼苗，种植需花园等级1,花匠活动使用，可兑换给力币"
str_res_item_name_3046195,铃兰阁花苗幼苗
str_res_item_name_3081102,铃兰阁花朵
str_res_item_detail_3005118,铃兰代表纯洁，幸福的到来。如铃兰诞生的忧伤传说一样，铃兰的幸福会来得格外艰难，并伴随着隐约的宿命的忧伤。效果：观战中使用，增加40点人气
str_res_item_detail_3005113,铃兰代表纯洁，幸福的到来。如铃兰诞生的忧伤传说一样，铃兰的幸福会来得格外艰难，并伴随着隐约的宿命的忧伤。效果：观战中使用，增加30点人气
str_res_item_name_3097072,莹彩精灵碎片
str_res_item_name_3115032,灵魂碎片
str_res_item_name_3042272,灵动宠爱宠物蛋(永久)
str_res_item_name_3042271,灵动宠爱宠物蛋(1天)
str_res_item_detail_3018153,林依晨粉丝的象征
str_res_item_name_3018126,林俊杰一百天
str_res_item_detail_3018126,林俊杰粉丝的象征，拥有该道具就有机会获得林俊杰签名CD海报
str_res_item_detail_3042395,烈焰拳圣宠物蛋。可砸出珍贵稀有等级，有效期永久。可激活攻击方向天赋，天赋技能是“火焰冲击”，能够释放火焰冲击波攻击所有敌人。
str_res_item_detail_3042391,烈焰拳圣宠物蛋。可砸出珍贵稀有等级，有效期1天。可激活攻击方向天赋，天赋技能是“火焰冲击”，能够释放火焰冲击波攻击所有敌人。
str_res_item_detail_3042387,烈焰拳圣宠物蛋。可砸出稀少稀有等级，有效期永久。可激活攻击方向天赋，天赋技能是“火焰冲击”，能够释放火焰冲击波攻击所有敌人。
str_res_item_detail_3042383,烈焰拳圣宠物蛋。可砸出稀少稀有等级，有效期1天。可激活攻击方向天赋，天赋技能是“火焰冲击”，能够释放火焰冲击波攻击所有敌人。
str_res_item_detail_3042379,烈焰拳圣宠物蛋。可砸出随机稀有等级，有效期永久。可激活攻击方向天赋，天赋技能是“火焰冲击”，能够释放火焰冲击波攻击所有敌人。
str_res_item_detail_3042375,烈焰拳圣宠物蛋。可砸出随机稀有等级，有效期1天。可激活攻击方向天赋，天赋技能是“火焰冲击”，能够释放火焰冲击波攻击所有敌人。
str_res_item_detail_3042403,烈焰拳圣宠物蛋。可砸出极品稀有等级，有效期永久。可激活攻击方向天赋，天赋技能是“火焰冲击”，能够释放火焰冲击波攻击所有敌人。
str_res_item_detail_3042399,烈焰拳圣宠物蛋。可砸出极品稀有等级，有效期1天。可激活攻击方向天赋，天赋技能是“火焰冲击”，能够释放火焰冲击波攻击所有敌人。
str_res_item_name_3042379,烈焰拳圣(永久)
str_res_item_name_3042375,烈焰拳圣(1天)
str_res_item_name_3097035,烈焰蛋壳C
str_res_item_name_3097034,烈焰蛋壳B
str_res_item_name_3097033,烈焰蛋壳A
str_res_item_name_3102005,烈日炎恋戒指盒
str_res_item_name_3112007,寥若晨星
str_res_item_name_3050142,靓丽夏天包裹
str_res_item_detail_3097064,亮亮的活跃银星，可以在制作工坊中打造活跃中心专属奖励哦
str_res_item_detail_3067030,恋上马卡龙，释放爱情的甜蜜。马卡龙之恋对戒，戒指的外观会受到心动值的影响。购买后可将其中一个送给您的另一半
str_res_item_name_3084238,恋人心语礼盒
str_res_item_name_3088100,恋爱水晶信纸
str_res_item_detail_3084269,"莲漏三声烛半条,杏花微雨湿轻绡。无需钥匙，可直接开启；右键点击可了解礼盒内容"
str_res_item_name_3018121,莲岛花
str_res_item_name_3115044,连心锁碎片C
str_res_item_name_3115043,连心锁碎片B
str_res_item_name_3115042,连心锁碎片A
str_res_item_name_3115041,连心锁
str_res_item_detail_3063742,莉莉宠物蛋。可砸出珍贵稀有等级的莉莉，有效期永久
str_res_item_detail_3063735,莉莉宠物蛋。可砸出珍贵稀有等级的莉莉，有效期1天
str_res_item_detail_3063728,莉莉宠物蛋。可砸出稀少稀有等级的莉莉，有效期永久
str_res_item_detail_3063721,莉莉宠物蛋。可砸出稀少稀有等级的莉莉，有效期1天
str_res_item_detail_3063714,莉莉宠物蛋。可砸出随机稀有等级的莉莉，有效期永久
str_res_item_detail_3063707,莉莉宠物蛋。可砸出随机稀有等级的莉莉，有效期1天
str_res_item_detail_3063756,莉莉宠物蛋。可砸出极品稀有等级的莉莉，有效期永久
str_res_item_detail_3063749,莉莉宠物蛋。可砸出极品稀有等级的莉莉，有效期1天
str_res_item_name_3063714,莉莉(永久)
str_res_item_name_3063707,莉莉(1天)
str_res_item_detail_3018330,利用竹篾、白纸、细铁丝制作而成的，可邀请其他玩家一起放飞，获得奖励
str_res_item_detail_3050063,里面装有点券56000张，使用后，可以用来充当Q币进行消费。
str_res_item_detail_3050065,里面装有点券560000张，使用后，可以用来充当Q币进行消费。
str_res_item_detail_3050064,里面装有点券112000张，使用后，可以用来充当Q币进行消费。
str_res_item_name_3072100,礼品红包
str_res_item_name_3085113,礼盒钥匙
str_res_item_detail_3062102,离开师门，独闯武林的凭证。每次消耗1张
str_res_item_detail_3063745,狸仙Lisa宠物蛋。可砸出珍贵稀有等级的狸仙Lisa，有效期永久
str_res_item_detail_3063738,狸仙Lisa宠物蛋。可砸出珍贵稀有等级的狸仙Lisa，有效期1天
str_res_item_detail_3063731,狸仙Lisa宠物蛋。可砸出稀少稀有等级的狸仙Lisa，有效期永久
str_res_item_detail_3063724,狸仙Lisa宠物蛋。可砸出稀少稀有等级的狸仙Lisa，有效期1天
str_res_item_detail_3063710,狸仙Lisa宠物蛋。可砸出随机稀有等级的狸仙Lisa，有效期1天
str_res_item_detail_3063752,狸仙Lisa宠物蛋。可砸出极品稀有等级的狸仙Lisa，有效期1天
str_res_item_name_3063710,狸仙Lisa(1天)
str_res_item_name_3084147,狸思奇遇礼盒
str_res_item_detail_3050178,冷冷的冬意，暖暖的心
str_res_item_name_3034283,雷神降临
str_res_item_name_3083002,乐器震荡波
str_res_item_detail_3083002,乐器震荡波
str_res_item_detail_3040954,乐乐宠物蛋。可砸出珍贵稀有等级的乐乐，有效期永久
str_res_item_detail_3040949,乐乐宠物蛋。可砸出珍贵稀有等级的乐乐，有效期1天
str_res_item_detail_3040944,乐乐宠物蛋。可砸出稀少稀有等级的乐乐，有效期永久
str_res_item_detail_3040939,乐乐宠物蛋。可砸出稀少稀有等级的乐乐，有效期1天
str_res_item_detail_3040934,乐乐宠物蛋。可砸出随机稀有等级的乐乐，有效期永久
str_res_item_detail_3040929,乐乐宠物蛋。可砸出随机稀有等级的乐乐，有效期1天
str_res_item_detail_3040964,乐乐宠物蛋。可砸出极品稀有等级的乐乐，有效期永久
str_res_item_detail_3040959,乐乐宠物蛋。可砸出极品稀有等级的乐乐，有效期1天
str_res_item_name_3040934,乐乐(永久)
str_res_item_name_3040929,乐乐(1天)
str_res_item_name_3063616,乐动精灵宠物蛋(永久)
str_res_item_name_3063610,乐动精灵宠物蛋(1天)
str_res_item_detail_3041122,老字号传统八宝饭，可使成长1~10级的宠物恢复80点体力，增加10点亲密度
str_res_item_detail_3040267,老虎宠物蛋。可砸出珍贵等级的老虎，有效期永久
str_res_item_detail_3040255,老虎宠物蛋。可砸出珍贵等级的老虎，有效期7天
str_res_item_detail_3040261,老虎宠物蛋。可砸出珍贵等级的老虎，有效期30天
str_res_item_detail_3040249,老虎宠物蛋。可砸出珍贵等级的老虎，有效期1天
str_res_item_detail_3040243,老虎宠物蛋。可砸出稀少等级的老虎，有效期永久
str_res_item_detail_3040231,老虎宠物蛋。可砸出稀少等级的老虎，有效期7天
str_res_item_detail_3040237,老虎宠物蛋。可砸出稀少等级的老虎，有效期30天
str_res_item_detail_3040225,老虎宠物蛋。可砸出稀少等级的老虎，有效期1天
str_res_item_detail_3040219,老虎宠物蛋。可砸出随机稀有等级的老虎，有效期永久
str_res_item_detail_3040207,老虎宠物蛋。可砸出随机稀有等级的老虎，有效期7天
str_res_item_detail_3040213,老虎宠物蛋。可砸出随机稀有等级的老虎，有效期30天
str_res_item_detail_3040201,老虎宠物蛋。可砸出随机稀有等级的老虎，有效期1天
str_res_item_detail_3040291,老虎宠物蛋。可砸出极品等级的老虎，有效期永久
str_res_item_detail_3040279,老虎宠物蛋。可砸出极品等级的老虎，有效期7天
str_res_item_detail_3040285,老虎宠物蛋。可砸出极品等级的老虎，有效期30天
str_res_item_detail_3040273,老虎宠物蛋。可砸出极品等级的老虎，有效期1天
str_res_item_name_3040219,老虎宠物蛋（永久）
str_res_item_name_3040207,老虎宠物蛋（7天）
str_res_item_name_3040213,老虎宠物蛋（30天）
str_res_item_name_3040201,老虎宠物蛋（1天）
str_res_item_name_3016139,劳动节烟花
str_res_item_name_3018136,劳动节纪念章
str_res_item_detail_3084187,浪漫之家由你来打造，无需钥匙，可直接开启；右键点击可了解礼盒内容
str_res_item_name_3067038,浪漫心弦对戒盒
str_res_item_name_3016137,浪漫舞团烟花
str_res_item_name_3050086,浪漫无双喇叭包裹
str_res_item_name_3097069,浪漫碎片D
str_res_item_name_3097068,浪漫碎片C
str_res_item_name_3097067,浪漫碎片B
str_res_item_name_3097066,浪漫碎片A
str_res_item_detail_3046193,浪漫暑期花苗幼苗，种植需花园等级1，5小时后开花。收获产量10，花园经验50，收获花朵效果：暑期活动使用，可兑换给力币
str_res_item_name_3046193,浪漫暑期花苗幼苗
str_res_item_name_3081100,浪漫暑期花朵
str_res_item_detail_3082102,浪漫暑期的星炫心愿邮戳
str_res_item_detail_3082107,浪漫暑期的我为歌狂邮戳
str_res_item_detail_3082106,浪漫暑期的抒情品香邮戳
str_res_item_detail_3082105,浪漫暑期的圣火炫光邮戳
str_res_item_detail_3082100,浪漫暑期的快乐智多星邮戳
str_res_item_detail_3082101,浪漫暑期的惊喜宝地邮戳
str_res_item_detail_3082103,浪漫暑期的飞天转转邮戳
str_res_item_detail_3082104,浪漫暑期的百花清香邮戳
str_res_item_name_3050163,浪漫情人包裹
str_res_item_name_3018235,浪漫浓情
str_res_item_name_3007105,浪漫喇叭
str_res_item_name_3063086,浪漫惊喜宠物蛋(永久)
str_res_item_name_3063080,浪漫惊喜宠物蛋(1天)
str_res_item_name_3084267,浪漫海洋礼盒
str_res_item_name_3084187,浪漫芬芳礼盒
